"","Id","MSSubClass","MSZoning","LotFrontage","LotArea","Street","LandContour","Utilities","LotConfig","LandSlope","Neighborhood","Condition1","Condition2","BldgType","HouseStyle","OverallQual","OverallCond","YearBuilt","YearRemodAdd","Exterior1st","Exterior2nd","MasVnrType","ExterQual","ExterCond","BsmtQual","BsmtCond","BsmtExposure","BsmtFinType1","BsmtFinSF1","BsmtFinType2","BsmtFinSF2","BsmtUnfSF","TotalBsmtSF","Heating","HeatingQC","CentralAir","X1stFlrSF","X2ndFlrSF","LowQualFinSF","GrLivArea","BsmtHalfBath","FullBath","HalfBath","BedroomAbvGr","KitchenAbvGr","KitchenQual","TotRmsAbvGrd","Functional","Fireplaces","GarageType","GarageYrBlt","GarageFinish","GarageCars","GarageArea","GarageQual","GarageCond","PavedDrive","WoodDeckSF","OpenPorchSF","EnclosedPorch","X3SsnPorch","ScreenPorch","PoolArea","Fence","MiscFeature","MiscVal","MoSold","YrSold","SalePrice"
"748",748,70,3,65,11700,1,2,3,2,2,3,2,2,2,4,7,7,1880,2003,5,5,1,5,4,3,2,2,1,0,1,0,1240,1240,2,3,2,1320,1320,0,2640,0,1,1,4,1,4,8,3,1,3,1950,1,4,864,3,3,1,181,0,386,0,0,0,1,1,0,1,2009,265979
"749",749,20,2,59,10593,1,2,3,3,2,3,2,2,2,1,7,5,1996,1996,3,3,4,5,4,4,3,2,6,919,1,0,801,1720,2,5,5,1720,0,0,1720,0,2,0,3,1,4,7,3,1,5,1996,4,2,527,3,3,2,240,56,154,0,0,0,1,1,0,1,2010,260400
"750",750,50,2,50,8405,1,2,3,3,2,3,2,2,2,3,4,3,1945,1950,2,2,1,4,4,1,1,2,1,0,1,0,0,0,1,3,2,1088,441,0,1529,0,2,0,4,1,3,9,3,0,3,1945,1,1,240,3,3,1,92,0,185,0,0,0,1,1,0,1,2009,98000
"751",751,50,3,55,8800,1,2,3,2,2,3,2,2,2,3,4,7,1910,2004,2,2,1,4,4,3,2,2,1,0,1,0,576,576,2,4,5,792,348,0,1140,0,1,0,3,1,3,7,2,0,1,1930,1,0,0,1,1,1,0,160,0,0,0,0,1,1,0,1,2010,96500
"752",752,60,2,60,7750,1,2,3,3,2,3,0,2,2,4,7,5,2003,2003,3,3,1,5,4,4,3,2,1,0,1,0,660,660,2,5,5,660,660,0,1320,0,2,1,3,1,4,6,3,0,5,2003,4,2,400,3,3,2,0,48,0,0,0,0,1,1,0,1,2007,162000
"753",753,20,2,79,9236,1,2,3,3,2,3,2,2,2,1,6,5,1997,1997,3,3,1,4,5,4,3,5,6,1200,1,0,279,1479,2,5,5,1494,0,0,1494,0,2,0,3,1,4,6,3,0,5,1997,2,2,576,3,3,2,168,27,0,0,0,0,1,1,0,1,2006,217000
"754",754,60,2,80,10240,1,2,3,3,2,3,2,2,2,4,8,5,2005,2005,3,3,4,5,4,4,3,3,1,0,1,0,1030,1030,2,4,5,1038,1060,0,2098,0,2,1,3,1,5,8,3,1,5,2005,2,3,878,3,3,2,192,52,0,0,0,0,1,1,0,1,2006,275500
"755",755,20,2,61,7930,1,2,3,3,2,3,2,2,2,1,6,8,1969,2005,3,3,1,4,4,3,3,2,6,439,1,472,115,1026,2,4,5,1026,0,0,1026,0,1,0,3,1,4,5,3,0,3,1969,2,2,440,3,3,2,171,48,0,0,0,0,1,1,0,1,2009,156000
"756",756,160,0,34,3230,1,2,3,3,2,3,2,2,2,4,6,5,1999,1999,2,2,4,4,4,4,3,2,6,381,1,0,348,729,2,4,5,742,729,0,1471,0,2,1,3,1,3,6,3,0,3,1999,1,2,440,3,3,2,0,24,0,0,0,0,1,1,0,1,2009,172500
"757",757,60,2,68,10769,1,2,3,3,2,3,2,2,2,4,8,5,2007,2007,3,3,1,5,4,4,3,4,6,20,1,0,846,866,2,5,5,866,902,0,1768,0,2,1,3,1,4,7,3,0,5,2007,2,2,578,3,3,2,144,105,0,0,0,0,1,1,0,1,2009,212000
"758",758,60,2,53,11616,1,2,3,4,2,3,2,2,2,4,6,5,1978,1978,2,2,2,4,4,3,3,3,2,438,1,0,234,672,2,3,5,672,714,0,1386,0,2,1,3,1,3,6,3,1,5,1978,4,2,440,3,3,2,335,0,0,0,0,0,2,1,0,1,2010,158900
"759",759,160,0,24,2280,1,2,3,3,2,3,2,2,1,4,7,5,1999,1999,2,2,4,4,4,4,3,2,5,549,1,0,195,744,2,4,5,757,744,0,1501,0,2,1,3,1,3,6,3,0,3,1999,1,2,440,3,3,2,0,0,0,0,0,0,1,1,0,1,2008,179400
"760",760,60,2,65,12257,1,2,3,3,2,3,2,2,2,4,8,5,1995,1995,3,3,4,5,4,4,3,4,1,56,5,64,1198,1318,2,5,5,1328,1203,0,2531,0,2,1,4,1,4,9,3,1,5,1995,2,3,752,3,3,2,222,98,0,0,0,0,1,1,0,1,2007,290000
"761",761,20,2,70,9100,1,2,3,3,2,3,2,2,2,1,6,6,1959,1959,2,2,1,4,4,3,3,2,2,612,1,0,252,864,2,5,5,864,0,0,864,0,1,0,2,1,3,5,3,0,3,2008,1,1,300,5,5,2,0,0,0,0,0,0,1,1,450,1,2009,127500
"762",762,30,3,60,6911,1,2,3,1,2,3,1,2,2,1,5,5,1924,1950,2,2,1,4,4,3,3,3,1,405,1,0,740,1145,2,3,5,1301,0,0,1301,0,1,0,2,1,2,5,2,0,3,1965,1,2,440,3,3,2,0,0,0,0,0,0,1,1,0,1,2009,100000
"763",763,60,0,72,8640,1,2,3,3,2,3,2,2,2,4,7,5,2009,2009,3,3,1,4,4,4,3,3,6,24,1,0,732,756,2,5,5,764,783,0,1547,0,2,1,3,1,4,7,3,0,5,2009,1,2,614,3,3,2,169,45,0,0,0,0,1,1,0,1,2010,215200
"764",764,60,2,82,9430,1,2,3,3,2,3,2,2,2,4,8,5,1999,1999,3,3,4,5,4,4,3,3,6,1163,1,0,89,1252,2,5,5,1268,1097,0,2365,0,2,1,3,1,4,8,3,1,5,1999,2,3,856,3,3,2,0,128,0,0,180,0,1,1,0,1,2009,337000
"765",765,120,2,30,9549,1,2,3,4,2,3,2,2,2,1,8,5,1995,1996,5,5,1,5,5,4,4,4,1,437,6,1057,0,1494,2,5,5,1494,0,0,1494,0,1,1,2,1,5,6,3,1,5,1995,4,2,481,3,3,2,0,30,0,0,216,0,1,1,0,1,2006,270000
"766",766,20,2,75,14587,1,2,3,3,2,3,2,2,2,1,9,5,2008,2008,3,3,4,5,4,4,3,2,1,0,1,0,1498,1498,2,5,5,1506,0,0,1506,0,2,0,2,1,5,6,3,1,5,2008,4,2,592,3,3,2,0,174,0,0,0,0,1,1,0,1,2008,264132
"767",767,60,2,80,10421,1,2,3,3,2,3,2,2,2,4,7,5,1988,1988,2,2,4,4,4,4,3,2,6,394,1,0,586,980,2,3,5,980,734,0,1714,0,2,1,3,1,3,7,3,1,5,1988,1,2,496,3,3,2,228,66,156,0,0,0,1,1,500,1,2010,196500
"768",768,50,2,75,12508,1,2,3,3,2,3,2,2,2,3,6,7,1940,1985,3,3,1,4,4,4,3,3,5,660,1,0,323,983,2,5,5,983,767,0,1750,0,2,0,4,1,3,7,3,0,5,1989,1,1,423,3,3,2,245,0,156,0,0,0,1,1,1300,1,2008,160000
"769",769,20,2,70,9100,1,2,3,3,2,3,2,2,2,1,7,5,2004,2005,3,3,1,5,4,4,3,2,6,24,1,0,1836,1860,2,5,5,1836,0,0,1836,0,2,0,3,1,4,8,3,1,5,2004,4,2,484,3,3,2,120,33,0,0,0,0,1,1,0,1,2006,216837
"770",770,60,2,47,53504,1,3,3,4,1,3,2,2,2,4,8,5,2003,2003,2,2,4,7,4,4,3,5,5,1416,1,0,234,1650,2,5,5,1690,1589,0,3279,0,3,1,4,1,5,12,3,1,5,2003,4,3,841,3,3,2,503,36,0,0,210,0,1,1,0,1,2010,538000
"771",771,85,2,43,7252,1,2,3,4,2,3,2,2,2,1,5,5,1982,1982,2,2,1,4,4,4,3,4,6,685,1,0,173,858,2,3,5,858,0,0,858,0,1,0,2,1,3,5,3,0,3,1983,1,2,576,3,3,2,120,0,0,0,0,0,1,1,0,1,2009,134900
"772",772,20,2,67,8877,1,2,3,3,2,3,2,2,2,1,4,5,1951,1951,2,2,1,4,4,2,2,2,1,836,1,0,0,836,2,3,5,1220,0,0,1220,0,1,0,2,1,3,6,3,0,3,1951,1,2,396,3,3,2,0,0,0,0,0,0,1,1,0,1,2006,102000
"773",773,80,2,94,7819,1,2,3,3,2,3,2,2,2,1,6,5,1976,1976,3,3,1,4,4,3,3,4,5,422,3,127,480,1029,2,3,5,1117,0,0,1117,0,1,0,3,1,3,6,3,1,3,1976,1,2,672,3,3,2,144,0,0,0,0,0,1,1,0,1,2010,107000
"774",774,20,2,70,10150,1,2,3,3,2,3,1,2,2,1,5,5,1958,1958,2,2,1,4,4,3,3,2,2,456,1,0,456,912,2,5,5,912,0,0,912,0,1,0,2,1,3,5,3,0,5,1958,2,1,275,3,3,2,0,0,0,0,0,0,1,1,0,1,2007,114500
"775",775,20,2,110,14226,1,2,3,2,2,3,2,2,2,1,8,5,2006,2006,3,3,4,5,4,4,3,4,1,0,1,0,1935,1935,2,4,5,1973,0,0,1973,0,2,0,3,1,4,9,3,1,5,2006,4,3,895,3,3,2,315,45,0,0,0,0,1,1,0,1,2007,395000
"776",776,120,3,32,4500,1,2,3,1,2,3,2,2,2,1,6,5,1998,1998,3,3,4,4,4,5,3,2,6,866,1,0,338,1204,2,5,5,1204,0,0,1204,0,2,0,2,1,3,5,3,0,5,1998,4,2,412,3,3,2,0,247,0,0,0,0,1,1,0,1,2009,162000
"777",777,20,2,86,11210,1,2,3,3,2,3,2,2,2,1,7,5,2005,2006,3,3,4,5,4,4,3,4,6,20,1,0,1594,1614,2,5,5,1614,0,0,1614,0,2,0,3,1,4,7,3,0,5,2005,2,3,865,3,3,2,144,59,0,0,0,0,1,1,0,1,2006,221500
"778",778,20,2,100,13350,1,2,3,3,2,3,2,2,2,1,5,5,1974,1974,2,3,1,4,4,3,3,2,5,762,1,0,102,864,2,3,5,894,0,0,894,0,1,0,3,1,3,5,3,1,5,1974,1,2,440,3,3,2,241,0,0,0,0,0,1,1,0,1,2006,142500
"779",779,90,4,60,8400,1,2,3,3,2,3,1,2,1,1,5,5,1977,1977,3,3,4,4,4,1,1,2,1,0,1,0,0,0,2,3,5,2020,0,0,2020,0,2,0,4,2,3,10,3,2,3,1977,1,2,630,3,3,2,0,0,0,0,0,0,1,1,0,1,2007,144000
"780",780,90,2,78,10530,1,2,3,3,2,3,2,2,1,1,6,5,1977,1977,3,3,4,4,4,4,3,5,6,975,1,0,0,975,2,3,5,1004,0,0,1004,0,1,0,2,1,3,4,3,0,5,1977,1,2,504,3,3,2,0,0,0,0,0,0,1,1,0,1,2006,135000
"781",781,20,2,63,7875,1,2,3,3,2,3,2,2,2,1,7,5,1995,1996,2,2,4,4,4,4,4,2,1,0,1,0,1237,1237,2,4,5,1253,0,0,1253,0,2,0,3,1,3,6,3,1,5,1995,4,2,402,3,3,2,220,21,0,0,0,0,1,1,0,1,2007,176000
"782",782,60,2,65,7153,1,2,3,3,2,3,2,2,2,4,6,5,1992,1992,3,3,1,5,5,4,3,2,5,387,1,0,374,761,2,5,5,810,793,0,1603,0,2,1,3,1,4,7,3,0,5,1992,2,2,484,3,3,2,0,124,0,0,0,0,1,1,0,1,2006,175900
"783",783,20,2,67,16285,1,2,3,3,2,3,2,2,2,1,7,5,2001,2002,3,3,1,5,4,4,3,2,1,0,1,0,1413,1413,2,5,5,1430,0,0,1430,0,2,0,3,1,4,6,3,0,5,2001,2,2,605,3,3,2,0,33,0,0,0,0,1,1,0,1,2009,187100
"784",784,85,2,63,9101,1,2,3,2,2,3,2,2,2,1,5,6,1978,1978,3,3,4,4,5,4,3,4,6,1097,1,0,0,1097,2,5,5,1110,0,0,1110,0,1,0,1,1,4,4,3,1,5,1978,4,2,602,3,3,2,303,30,0,0,0,0,1,1,0,1,2009,165500
"785",785,75,3,35,6300,1,2,3,3,2,3,2,2,2,5,6,6,1914,2001,2,2,1,4,4,3,3,2,1,0,1,0,742,742,2,5,5,742,742,0,1484,0,2,0,3,1,3,9,3,1,1,1926,1,0,0,1,1,2,0,291,134,0,0,0,1,1,0,1,2008,128000
"786",786,20,2,93,9790,1,2,3,3,2,3,1,2,2,1,6,5,1967,1967,5,2,1,4,4,3,3,2,2,251,1,630,491,1372,2,3,5,1342,0,0,1342,0,2,0,3,1,3,7,3,1,5,1967,1,2,457,3,3,2,0,0,0,0,197,0,1,1,0,1,2009,161500
"787",787,50,3,60,10800,1,2,3,3,2,3,1,2,2,3,5,6,1915,1950,2,2,1,4,5,2,3,2,1,686,1,0,0,686,2,3,5,966,686,0,1652,0,2,0,4,1,3,7,3,0,3,1961,1,1,416,3,3,2,0,0,196,0,0,0,1,1,1200,1,2010,139000
"788",788,60,2,76,10142,1,2,3,3,2,3,2,2,2,4,7,5,2004,2004,3,3,1,5,4,4,3,2,6,656,1,0,300,956,2,5,5,956,1128,0,2084,0,2,1,4,1,4,8,3,0,5,2004,2,2,618,3,3,2,0,45,0,0,0,0,1,1,0,1,2010,233000
"789",789,20,3,50,6000,1,2,3,2,2,3,2,2,2,1,4,7,1954,2000,2,2,1,4,4,3,3,2,1,0,1,0,901,901,2,5,5,901,0,0,901,0,1,0,2,1,3,4,3,0,3,1954,1,1,281,2,3,2,0,0,0,0,0,0,1,1,0,1,2008,107900
"790",790,60,2,80,12205,1,0,3,3,2,3,2,2,2,4,6,8,1966,2007,2,2,4,4,4,3,2,5,1,568,1,0,264,832,2,4,5,976,1111,0,2087,0,2,1,5,1,4,9,3,0,5,1966,4,2,444,3,3,2,133,168,0,0,0,0,1,1,0,1,2007,187500
"791",791,120,2,43,3182,1,2,3,3,2,3,2,2,2,1,7,5,2005,2006,3,3,4,5,4,4,3,2,6,16,1,0,1129,1145,2,5,5,1145,0,0,1145,0,2,0,2,1,4,5,3,1,5,2005,4,2,397,3,3,2,100,16,0,0,0,0,1,1,0,1,2009,160200
"792",792,80,2,72,11333,1,2,3,2,2,3,2,2,2,1,6,5,1976,1976,2,2,1,4,4,4,3,4,5,539,1,0,490,1029,2,3,5,1062,0,0,1062,0,1,0,3,1,3,5,3,2,5,1976,2,2,539,3,3,2,120,0,0,0,0,0,1,1,0,1,2007,146800
"793",793,60,2,92,9920,1,2,3,4,2,3,2,2,2,4,7,5,1996,1997,2,2,1,5,4,4,3,4,6,862,1,0,255,1117,2,5,5,1127,886,0,2013,0,2,1,3,1,3,8,3,1,5,1997,1,2,455,3,3,2,180,130,0,0,0,0,1,1,0,1,2007,269790
"794",794,20,2,76,9158,1,2,3,3,2,3,2,2,2,1,8,5,2007,2007,2,2,4,5,4,4,3,4,1,0,1,0,1496,1496,2,5,5,1496,0,0,1496,0,2,0,3,1,4,7,3,0,5,2007,4,2,474,3,3,2,168,130,0,0,0,0,1,1,0,1,2007,225000
"795",795,60,2,78,10832,1,2,3,2,2,3,2,2,2,4,7,5,1994,1996,2,2,1,5,4,4,3,2,1,0,1,0,712,712,2,5,5,1086,809,0,1895,0,2,1,3,1,4,7,3,1,5,1994,4,2,409,3,3,2,143,46,0,0,0,0,1,1,500,1,2008,194500
"796",796,60,2,70,8400,1,2,3,3,2,3,2,2,2,4,6,6,1980,1981,2,2,4,4,4,4,3,2,1,0,1,0,650,650,2,3,5,888,676,0,1564,0,2,1,3,1,3,7,3,1,5,1980,1,2,476,3,3,2,0,50,0,0,204,0,1,1,0,1,2010,171000
"797",797,20,2,71,8197,1,2,3,3,2,3,2,2,2,1,6,5,1977,1977,3,3,4,4,4,3,3,2,1,0,1,0,660,660,2,5,5,1285,0,0,1285,0,1,1,3,1,3,7,3,1,5,1977,2,2,528,3,3,2,138,0,0,0,0,0,1,1,0,1,2007,143500
"798",798,20,2,57,7677,1,2,3,3,2,3,2,2,2,1,5,5,1953,1953,3,3,1,4,4,3,3,2,3,570,1,0,203,773,2,4,5,773,0,0,773,0,1,0,2,1,3,4,3,0,5,1953,1,1,240,3,3,2,0,0,0,0,0,0,1,1,0,1,2008,110000
"799",799,60,2,104,13518,1,2,3,3,2,3,2,2,2,4,9,5,2008,2009,3,3,4,7,4,5,3,2,1,0,1,0,1926,1926,2,5,5,1966,1174,0,3140,0,3,1,4,1,5,11,3,2,5,2009,4,3,820,3,3,2,144,78,0,0,0,0,1,1,0,1,2009,485000
"800",800,50,2,60,7200,1,2,3,2,2,3,1,2,2,3,5,7,1937,1950,2,2,4,4,4,4,3,2,5,569,1,0,162,731,2,5,5,981,787,0,1768,0,1,1,3,1,4,7,3,2,3,1939,1,1,240,3,3,2,0,0,264,0,0,0,1,1,0,1,2007,175000
"801",801,60,2,79,12798,1,3,3,3,1,3,1,2,2,4,6,5,1997,1997,3,3,1,4,4,4,3,5,6,462,1,0,154,616,2,4,5,616,1072,0,1688,0,2,1,4,1,4,8,3,0,5,1997,2,2,603,3,3,2,403,114,185,0,0,0,1,1,400,1,2008,200000
"802",802,30,3,40,4800,1,2,3,3,2,3,2,2,2,1,4,7,1916,1990,2,2,1,4,4,3,3,2,1,197,1,0,999,1196,2,5,5,1196,0,0,1196,0,1,0,2,1,3,5,3,0,3,1957,1,2,440,3,3,2,0,0,0,0,0,0,1,1,0,1,2007,109900
"803",803,60,2,63,8199,1,2,3,3,2,3,2,2,2,4,7,5,2005,2005,2,2,1,5,4,4,3,4,6,648,1,0,80,728,2,5,5,728,728,0,1456,0,2,1,3,1,4,7,3,1,5,2005,4,2,410,3,3,2,36,18,0,0,0,0,1,1,0,1,2008,189000
"804",804,60,2,107,13891,1,2,3,3,2,3,2,2,2,4,9,5,2008,2009,3,3,4,7,4,5,3,5,1,0,1,0,1734,1734,2,5,5,1734,1088,0,2822,0,3,1,4,1,5,12,3,1,5,2009,2,3,1020,3,3,2,52,170,0,0,192,0,1,1,0,1,2009,582933
"805",805,20,2,75,9000,1,2,3,3,2,3,2,2,2,1,5,5,1954,1954,2,2,1,4,4,3,3,2,1,812,1,0,124,936,2,3,5,1128,0,0,1128,0,1,0,2,1,3,5,2,0,5,1954,1,1,286,3,3,2,0,0,0,0,0,0,1,1,0,1,2006,118000
"806",806,20,2,91,12274,1,2,3,1,2,3,2,2,2,1,7,5,2008,2008,3,3,4,5,4,4,3,2,1,0,1,0,1417,1417,2,5,5,1428,0,0,1428,0,2,0,3,1,5,6,3,0,5,2008,2,2,554,3,3,2,0,60,0,0,0,0,1,1,0,1,2008,227680
"807",807,80,2,75,9750,1,2,3,3,2,3,2,2,2,1,5,5,1967,1967,3,3,1,4,4,3,3,4,5,400,2,480,100,980,2,4,5,980,0,0,980,0,2,0,3,1,3,6,3,0,5,1967,4,1,384,3,3,2,68,0,0,0,0,0,1,1,0,1,2006,135500
"808",808,70,2,144,21384,1,2,3,3,2,3,2,2,2,4,5,6,1923,2004,2,2,1,4,4,3,3,5,6,1309,1,0,15,1324,2,5,5,1072,504,0,1576,0,1,1,3,1,4,6,3,1,5,1923,2,2,528,3,3,2,0,312,0,0,0,0,1,1,0,1,2009,223500
"809",809,80,2,85,13400,1,2,3,3,2,3,2,2,2,1,5,5,1966,1966,3,3,4,4,4,3,3,4,5,516,3,128,380,1024,2,3,5,1086,0,0,1086,0,1,0,3,1,3,6,3,1,5,1966,2,2,484,3,3,2,0,0,0,0,0,0,1,1,0,1,2006,159950
"810",810,75,3,90,8100,1,2,3,2,2,3,2,2,2,5,5,5,1898,1965,3,3,1,4,4,3,3,2,1,0,1,0,849,849,2,3,2,1075,1063,0,2138,0,2,0,2,3,3,11,3,0,3,1910,1,2,360,2,1,1,40,156,0,0,0,0,1,1,0,1,2009,106000
"811",811,20,2,78,10140,1,2,3,3,2,3,2,2,2,1,6,6,1974,1999,2,2,4,4,4,3,3,2,5,663,1,377,0,1040,2,2,5,1309,0,0,1309,0,1,1,3,1,4,5,3,1,5,1974,2,2,484,3,3,2,265,0,0,0,0,648,2,1,0,1,2006,181000
"812",812,120,3,36,4438,1,2,3,3,2,3,2,2,2,1,6,5,2004,2004,3,3,4,5,4,4,3,5,6,662,1,0,186,848,2,5,5,848,0,0,848,0,1,0,1,1,4,4,3,1,5,2004,4,2,420,3,3,2,140,0,0,0,0,0,1,1,0,1,2008,144500
"813",813,20,1,66,8712,0,1,3,3,1,3,2,2,2,1,5,5,1952,1952,2,2,1,3,4,3,3,4,1,0,1,0,540,540,2,3,2,1044,0,0,1044,0,1,0,2,1,2,4,3,0,3,1952,1,2,504,3,3,1,0,0,0,0,0,0,1,1,54,1,2010,55993
"814",814,20,2,75,9750,1,2,3,3,2,3,2,2,2,1,6,6,1958,1958,2,2,4,4,4,3,3,2,2,608,1,0,834,1442,2,4,5,1442,0,0,1442,0,1,1,4,1,3,7,3,0,5,1958,2,1,301,3,3,2,0,0,275,0,0,0,1,1,500,1,2007,157900
"815",815,50,2,45,8248,1,2,3,3,2,3,2,2,2,3,5,7,1918,1950,5,5,1,4,4,3,3,2,1,0,1,0,686,686,2,4,5,686,564,0,1250,1,1,1,3,1,2,7,3,0,3,1955,1,1,280,3,3,1,207,0,96,0,0,0,1,1,0,1,2006,116000
"816",816,20,2,48,12137,1,2,3,4,2,3,2,2,2,1,7,5,1998,1998,3,3,4,4,4,4,3,2,1,0,1,0,1649,1649,2,5,5,1661,0,0,1661,0,2,0,3,1,4,6,3,0,5,1998,2,2,598,3,3,2,0,34,0,0,0,0,1,1,0,1,2010,224900
"817",817,20,2,85,11425,1,2,3,2,2,3,2,2,2,1,5,6,1954,1954,5,5,1,4,4,3,3,2,3,486,1,0,522,1008,2,4,5,1008,0,0,1008,0,1,0,2,1,3,4,3,1,5,1954,2,1,275,3,3,2,0,0,120,0,0,0,1,1,0,1,2006,137000
"818",818,20,2,70,13265,1,2,3,4,2,3,2,2,2,1,8,5,2002,2002,2,2,4,5,4,4,3,2,6,1218,1,0,350,1568,2,5,5,1689,0,0,1689,0,2,0,3,1,4,7,3,2,5,2002,2,3,857,3,3,2,150,59,0,0,0,0,1,1,0,1,2008,271000
"819",819,80,2,80,8816,1,2,3,3,2,3,2,2,2,1,6,7,1971,1971,2,2,4,4,4,3,3,4,6,504,1,0,506,1010,2,4,5,1052,0,0,1052,0,1,0,3,1,3,6,3,0,5,1971,1,2,440,3,3,2,0,0,0,0,0,0,1,1,0,1,2010,155000
"820",820,120,2,44,6371,1,2,3,3,2,3,2,2,2,1,7,5,2009,2010,3,3,4,5,4,4,3,3,6,733,1,0,625,1358,2,5,5,1358,0,0,1358,0,2,0,2,1,4,6,3,1,5,2010,2,2,484,3,3,2,192,35,0,0,0,0,1,1,0,1,2010,224000
"821",821,60,2,72,7226,1,2,3,4,2,3,2,2,2,4,7,5,2003,2003,3,3,1,5,4,4,3,2,1,0,1,0,798,798,2,5,5,798,842,0,1640,0,2,1,3,1,4,6,3,0,5,2003,2,2,595,3,3,2,0,45,0,0,0,0,1,1,0,1,2008,183000
"822",822,20,3,60,6000,1,1,3,3,1,3,2,2,1,1,4,4,1953,1953,2,2,1,3,4,2,3,2,1,0,1,0,936,936,2,3,2,936,0,0,936,0,1,0,2,1,3,4,2,0,3,1974,1,2,576,3,3,2,0,32,112,0,0,0,1,1,0,1,2009,93000
"823",823,60,2,80,12394,1,2,3,2,2,3,2,2,2,4,7,5,2003,2003,3,3,1,5,4,4,3,5,1,0,1,0,847,847,2,5,5,847,886,0,1733,0,2,1,3,1,4,7,3,1,5,2003,4,2,433,3,3,2,100,48,0,0,0,0,1,1,0,1,2007,225000
"824",824,50,2,60,9900,1,2,3,3,2,3,2,2,2,3,6,7,1940,1950,3,3,1,4,4,3,3,2,1,0,1,0,778,778,2,3,5,944,545,0,1489,0,2,0,3,1,3,7,3,1,3,1940,1,1,240,3,3,2,335,0,0,0,0,0,1,1,0,1,2009,139500
"825",825,20,0,81,11216,1,2,3,3,2,3,2,2,2,1,8,5,2006,2006,3,3,1,5,4,4,4,2,1,0,1,0,1489,1489,2,5,5,1489,0,0,1489,0,2,0,3,1,4,7,3,1,5,2006,2,2,776,3,3,2,0,140,0,0,0,0,1,1,0,1,2006,232600
"826",826,20,2,114,14803,1,2,3,3,2,3,3,3,2,1,10,5,2007,2008,2,2,4,7,4,5,3,4,6,1636,1,0,442,2078,2,5,5,2084,0,0,2084,0,2,0,2,1,5,7,3,1,5,2007,4,3,1220,3,3,2,188,45,0,0,0,0,1,1,0,1,2008,385000
"827",827,45,3,50,6130,1,2,3,3,2,3,2,2,2,2,5,6,1924,1950,2,2,1,4,4,3,3,2,5,784,1,0,0,784,2,4,5,784,0,0,784,0,1,0,2,1,4,5,3,0,1,1916,1,0,0,1,1,2,0,0,116,0,0,0,1,1,0,1,2008,109500
"828",828,20,2,65,8529,1,2,3,3,2,3,2,2,2,1,7,5,2001,2001,3,3,1,5,4,4,3,2,6,20,1,0,1434,1454,2,5,5,1434,0,0,1434,0,2,0,3,1,4,6,3,1,5,2001,2,2,527,3,3,2,290,39,0,0,0,0,1,1,0,1,2009,189000
"829",829,60,2,80,28698,1,0,3,4,0,3,2,2,2,4,5,5,1967,1967,3,3,1,4,4,3,4,5,1,249,5,764,0,1013,2,3,5,1160,966,0,2126,1,2,1,3,1,3,7,2,0,5,1967,4,2,538,3,3,2,486,0,0,0,225,0,1,1,0,1,2009,185000
"830",830,160,0,24,2544,1,2,3,3,2,3,2,2,1,4,7,5,2005,2005,2,2,1,5,4,4,3,2,1,0,1,0,600,600,2,5,5,520,623,80,1223,0,2,1,2,1,4,4,3,0,3,2005,2,2,480,3,3,2,0,166,0,0,0,0,1,1,0,1,2006,147400
"831",831,20,2,80,11900,1,2,3,2,2,3,2,2,2,1,6,5,1957,1957,2,2,4,4,4,3,3,2,2,1040,1,0,352,1392,2,3,5,1392,0,0,1392,0,1,1,3,1,3,6,3,2,5,1957,2,2,458,3,3,2,0,0,0,0,192,0,1,1,0,1,2008,166000
"832",832,160,0,30,3180,1,2,3,3,2,3,2,2,2,4,7,5,2005,2005,2,2,1,4,4,4,3,2,1,0,1,0,600,600,2,5,5,520,600,80,1200,0,2,1,2,1,4,4,3,0,3,2005,2,2,480,3,3,2,0,166,0,0,0,0,1,1,0,1,2006,151000
"833",833,60,2,44,9548,1,2,3,4,2,3,2,2,2,4,7,6,2003,2003,3,3,4,5,4,4,3,2,6,483,1,0,458,941,2,5,5,941,888,0,1829,0,2,1,3,1,4,7,3,1,5,2003,2,2,613,3,3,2,192,39,0,0,0,0,1,1,0,1,2010,237000
"834",834,20,2,100,10004,1,2,3,3,2,3,2,2,2,1,6,6,1964,1964,2,3,4,4,4,3,3,2,2,196,3,345,975,1516,2,3,5,1516,0,0,1516,0,1,1,3,1,3,6,3,0,5,1964,2,2,472,3,3,2,0,0,0,0,152,0,1,1,0,1,2009,167000
"835",835,20,2,75,7875,1,2,3,3,2,3,2,2,2,1,5,6,1961,1961,3,3,4,4,4,3,3,2,2,572,1,0,572,1144,2,4,5,1144,0,0,1144,0,1,0,3,1,3,6,3,0,5,1961,1,2,456,3,3,2,0,0,0,0,0,0,1,1,0,1,2008,139950
"836",836,20,2,60,9600,1,2,3,3,2,3,2,2,2,1,4,7,1950,1995,3,2,1,4,4,4,3,2,3,442,1,0,625,1067,2,3,5,1067,0,0,1067,0,2,0,2,1,4,4,2,0,5,1996,1,2,436,3,3,2,290,0,0,0,0,0,1,1,0,1,2010,128000
"837",837,30,3,90,8100,1,2,3,3,2,3,2,2,2,1,5,6,1948,1973,3,3,1,4,4,3,3,2,2,338,1,0,1221,1559,2,4,5,1559,0,0,1559,0,1,0,2,1,3,5,2,0,3,1948,1,2,812,3,3,2,0,116,230,0,0,0,1,1,0,1,2007,153500
