Id,3SsnPorch,BedroomAbvGr,BldgType,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinType2,BsmtQual,CentralAir,Condition1,Electrical,EnclosedPorch,ExterCond,ExterQual,Exterior1st,FireplaceQu,Fireplaces,Foundation,GarageArea,GarageCars,GarageCond,GarageFinish,GarageQual,GarageType,GrLivArea,Heating,HeatingQC,HouseStyle,KitchenAbvGr,KitchenQual,LandContour,LandSlope,LotArea,LotConfig,LotShape,LowQualFinSF,MSSubClass,MSZoning,MasVnrArea,MasVnrType,MoSold,Neighborhood,OpenPorchSF,OverallCond,OverallQual,PavedDrive,PoolArea,RoofMatl,RoofStyle,SaleCondition,SalePrice,SaleType,ScreenPorch,TotalBsmtSF,WoodDeckSF,YearBuilt_age,NonKitchenBedroomAbvGr,BathRooms
1615,0,3,Twnhs,5,1,6,1,5,Y,Norm,SBrkr,0,5,5,CemntBd,0,0,CBlock,0,0,0,0,0,No,1092,GasA,9,2Story,1,5,Lvl,Gtl,1476,Inside,Reg,0,160,RM,0,None,3,MeadowV,26,7,4,Y,0,CompShg,Gable,Normal,,WD,0,546,200,48,1,1
1616,0,3,TwnhsE,5,1,1,1,5,Y,Norm,SBrkr,0,5,5,CemntBd,0,0,CBlock,0,0,0,0,0,No,1092,GasA,9,2Story,1,5,Lvl,Gtl,1900,Inside,Reg,0,160,RM,0,None,6,MeadowV,0,4,4,Y,0,CompShg,Gable,Normal,,WD,0,546,0,48,1,1
1617,0,3,TwnhsE,5,1,3,1,5,Y,Norm,SBrkr,64,5,5,CemntBd,0,0,CBlock,286,1,5,1,5,Attchd,1092,GasA,5,2Story,1,5,Lvl,Gtl,1890,Inside,Reg,0,160,RM,0,None,6,MeadowV,0,6,4,Y,0,CompShg,Gable,Normal,,WD,0,546,0,46,1,1
1618,0,3,1Fam,5,1,5,1,5,Y,Norm,SBrkr,0,7,5,VinylSd,0,0,CBlock,352,1,5,1,5,Detchd,874,GasA,9,1Story,1,5,Lvl,Gtl,6953,Inside,Reg,0,20,RL,0,None,6,Mitchel,0,7,5,Y,0,CompShg,Gable,Normal,,ConLD,0,864,0,47,1,3
1619,0,2,1Fam,5,2,3,6,7,Y,Norm,SBrkr,0,5,5,VinylSd,0,0,CBlock,495,2,5,1,5,Attchd,833,GasA,5,1Story,1,7,Lvl,Gtl,12887,Inside,Reg,0,20,RL,0,None,4,Mitchel,0,7,5,Y,0,CompShg,Gable,Normal,,WD,0,833,431,34,2,3
1620,0,4,Duplex,5,1,1,1,5,Y,Norm,SBrkr,0,2,5,HdBoard,0,0,PConc,616,2,3,1,5,Attchd,2432,GasA,7,2Story,2,5,Lvl,Gtl,7700,Inside,Reg,0,90,RL,0,None,2,Mitchel,0,2,5,Y,0,CompShg,Gable,Normal,,WD,0,1216,200,33,4,4
1621,0,3,1Fam,5,1,3,1,7,Y,Norm,SBrkr,0,5,5,HdBoard,0,0,PConc,576,2,5,1,5,Detchd,1274,GasA,7,2Story,1,5,Lvl,Gtl,10475,Inside,Reg,0,60,RL,0,None,3,Mitchel,0,5,5,Y,0,CompShg,Gable,Normal,,WD,0,624,22,27,2,2
1622,0,5,1Fam,5,3,4,1,5,Y,Norm,SBrkr,280,5,5,HdBoard,0,0,CBlock,275,1,5,3,5,Attchd,1479,GasA,5,1.5Fin,1,5,Lvl,Mod,10544,Inside,IR1,0,50,RL,0,None,4,Mitchel,0,5,5,Y,0,CompShg,Gable,Normal,,WD,0,864,287,49,2,4
1623,0,3,1Fam,7,4,6,2,7,Y,Norm,SBrkr,222,7,7,VinylSd,5,2,PConc,482,2,5,1,5,Attchd,1803,GasA,9,1Story,1,7,Lvl,Mod,9892,Inside,Reg,0,20,RL,0,None,2,Mitchel,64,5,8,Y,0,CompShg,Hip,Normal,,WD,0,1679,129,24,2,2
1624,0,3,1Fam,5,2,6,1,7,Y,Norm,SBrkr,0,7,7,VinylSd,3,1,PConc,616,2,5,3,5,Attchd,1797,GasA,9,2Story,1,7,Lvl,Gtl,12961,Inside,Reg,0,60,RL,0,None,3,Mitchel,312,5,6,Y,0,CompShg,Gable,Normal,,WD,0,1152,162,25,3,1
1625,0,2,1Fam,3,1,3,1,3,Y,Norm,SBrkr,0,5,5,MetalSd,0,0,CBlock,502,1,5,1,5,Attchd,882,GasA,5,1Story,1,5,Lvl,Gtl,13008,Inside,IR1,0,20,RL,0,None,10,NAmes,0,5,6,Y,0,CompShg,Gable,Normal,,WD,0,882,0,62,2,2
1626,0,4,1Fam,5,1,2,1,5,Y,Norm,SBrkr,0,5,5,Plywood,7,1,CBlock,528,2,5,2,5,Attchd,1434,GasA,5,1Story,1,5,Lvl,Gtl,10200,Inside,Reg,0,20,RL,440,BrkFace,6,NAmes,21,5,6,Y,0,CompShg,Hip,Normal,,WD,0,1434,80,44,2,3
1627,0,3,1Fam,5,1,5,1,7,Y,Norm,SBrkr,0,5,5,VinylSd,5,1,PConc,470,2,5,3,5,Attchd,1608,GasA,9,2Story,1,5,Lvl,Gtl,10179,Corner,IR1,0,60,RL,0,None,7,Gilbert,30,5,6,Y,0,CompShg,Gable,Normal,,WD,0,945,252,21,3,2
1628,0,4,1Fam,5,4,6,1,7,Y,Norm,SBrkr,0,5,7,VinylSd,7,1,PConc,632,3,5,3,5,BuiltIn,2283,GasA,9,2Story,1,7,Lvl,Gtl,11792,Inside,IR1,0,60,RL,188,BrkFace,8,Gilbert,46,5,8,Y,0,CompShg,Gable,Normal,,WD,0,1008,120,15,4,3
1629,0,3,1Fam,5,1,6,1,7,Y,Norm,SBrkr,0,5,5,HdBoard,5,1,PConc,390,2,5,3,5,BuiltIn,1628,GasA,7,SLvl,1,5,Lvl,Gtl,8400,Inside,Reg,0,80,RL,32,BrkFace,6,Gilbert,72,5,7,Y,0,CompShg,Gable,Normal,,WD,0,384,48,22,3,3
1630,0,1,TwnhsE,5,3,6,1,9,Y,Norm,SBrkr,0,5,7,CemntBd,7,1,PConc,564,2,5,3,5,Attchd,2522,GasA,9,1Story,1,7,Lvl,Gtl,7296,CulDSac,IR1,0,120,RL,0,None,11,StoneBr,57,5,8,Y,0,CompShg,Gable,Normal,,WD,0,2208,182,14,6,3
1631,0,2,1Fam,5,3,6,1,7,Y,Norm,SBrkr,0,5,5,CemntBd,0,0,PConc,495,2,5,3,5,Attchd,1478,GasA,9,1Story,1,5,Lvl,Gtl,7380,Corner,IR1,0,120,RL,0,None,7,StoneBr,43,5,8,Y,0,CompShg,Gable,Normal,,WD,0,1418,168,20,2,2
1632,0,2,TwnhsE,5,1,6,1,7,Y,Norm,SBrkr,0,5,7,CemntBd,0,0,PConc,528,2,5,2,5,Attchd,1734,GasA,9,1Story,1,7,Lvl,Gtl,8013,Corner,IR1,0,120,RL,0,None,9,StoneBr,50,5,8,Y,0,CompShg,Gable,Normal,,WD,0,1587,52,23,3,2
1633,0,3,1Fam,5,1,6,1,7,Y,Norm,SBrkr,0,5,7,VinylSd,5,1,PConc,396,2,5,3,5,BuiltIn,1382,GasA,7,SLvl,1,5,Lvl,Gtl,8923,Inside,IR1,0,80,RL,0,None,2,Gilbert,0,5,7,Y,0,CompShg,Gable,Normal,,WD,0,384,256,20,3,3
1634,0,3,1Fam,5,1,6,1,7,Y,Norm,SBrkr,0,5,7,VinylSd,5,1,PConc,440,2,5,3,5,Attchd,1636,GasA,7,2Story,1,5,Lvl,Gtl,7500,Inside,Reg,0,60,RL,0,None,10,Gilbert,84,5,6,Y,0,CompShg,Gable,Normal,,WD,0,952,0,20,3,3
1635,0,3,1Fam,5,1,6,1,7,Y,Norm,SBrkr,0,5,5,HdBoard,5,1,PConc,409,2,5,3,5,Attchd,1516,GasA,7,2Story,1,7,Lvl,Gtl,8803,Inside,IR1,0,60,RL,0,None,7,Gilbert,46,5,6,Y,0,CompShg,Gable,Normal,,WD,0,707,0,24,3,3
1636,0,3,1Fam,5,1,1,1,7,Y,Norm,SBrkr,0,5,5,HdBoard,5,1,PConc,430,2,5,1,5,Attchd,1190,GasA,9,1Story,1,7,Lvl,Gtl,7250,Inside,Reg,0,20,RL,45,BrkFace,11,Gilbert,21,5,6,Y,0,CompShg,Gable,Normal,,WD,0,1181,0,25,2,3
1637,0,3,1Fam,5,1,5,1,7,Y,Norm,SBrkr,0,5,5,HdBoard,5,1,PConc,567,2,5,1,5,Attchd,1934,GasA,9,2Story,1,5,Lvl,Gtl,11900,Inside,Reg,0,60,RL,157,BrkFace,7,Gilbert,176,6,5,P,0,CompShg,Gable,Normal,,WD,200,1122,0,41,2,4
1638,0,4,1Fam,5,1,1,1,7,Y,RRNn,SBrkr,0,5,5,HdBoard,5,1,CBlock,529,2,5,2,5,Attchd,2050,GasA,5,2Story,1,7,Lvl,Gtl,13250,Inside,IR1,0,60,RL,256,BrkFace,5,NWAmes,192,6,7,Y,0,CompShg,Gable,Abnorml,,WD,0,832,192,40,3,3
1639,0,3,1Fam,5,1,2,1,5,Y,Norm,SBrkr,0,5,5,VinylSd,5,1,PConc,484,2,5,2,5,Attchd,1671,GasA,5,1Story,1,5,Lvl,Gtl,10928,Inside,Reg,0,20,RL,101,BrkFace,8,NWAmes,55,6,6,Y,0,CompShg,Gable,Normal,,WD,0,1427,252,40,3,3
1640,0,4,1Fam,5,1,5,1,7,Y,Norm,SBrkr,0,5,5,Plywood,5,1,CBlock,441,2,5,2,5,BuiltIn,2673,GasA,5,2Story,1,7,Lvl,Gtl,12388,Inside,IR1,0,60,RL,229,BrkFace,8,NWAmes,84,7,7,Y,0,CompShg,Gable,Normal,,WD,0,1043,178,38,4,1
1641,0,3,1Fam,5,1,5,1,5,Y,Norm,SBrkr,0,5,5,HdBoard,5,1,PConc,479,2,5,3,5,Attchd,1707,GasA,7,1Story,1,5,Lvl,Gtl,11088,Inside,Reg,0,20,RL,144,BrkFace,5,NWAmes,0,5,6,Y,0,CompShg,Gable,Normal,,WD,0,1140,0,40,3,3
1642,0,3,1Fam,5,2,6,1,7,Y,Norm,SBrkr,0,5,7,CemntBd,9,1,PConc,581,2,5,2,5,Attchd,1884,GasA,9,2Story,1,9,Lvl,Gtl,7000,Inside,Reg,0,60,FV,0,None,6,Somerst,35,5,7,Y,0,CompShg,Gable,Normal,,WD,0,926,0,15,3,2
1643,0,3,1Fam,5,1,1,1,7,Y,RRNn,SBrkr,0,5,7,VinylSd,5,1,PConc,588,2,5,3,5,Attchd,1874,GasA,9,2Story,1,7,Lvl,Gtl,7500,Inside,Reg,0,60,FV,0,None,3,Somerst,134,5,8,Y,0,CompShg,Gable,Normal,,WD,0,1058,0,18,3,1
1644,0,3,1Fam,5,1,6,5,7,Y,Norm,SBrkr,0,5,7,VinylSd,7,1,PConc,565,2,5,2,5,Attchd,1811,GasA,9,2Story,1,7,Lvl,Gtl,8470,Corner,Reg,0,60,FV,0,None,10,Somerst,48,5,8,Y,0,CompShg,Gable,Normal,,WD,0,972,225,16,3,3
1645,0,3,1Fam,5,3,5,2,7,Y,PosN,SBrkr,0,5,5,HdBoard,3,2,CBlock,478,2,5,2,5,Attchd,1621,GasA,5,1Story,1,5,Lvl,Gtl,9373,CulDSac,IR1,0,20,RL,161,BrkFace,6,NWAmes,0,7,5,Y,0,CompShg,Gable,Normal,,WD,490,1621,0,43,3,1
1646,0,3,1Fam,5,1,5,1,5,Y,Norm,SBrkr,0,5,5,Plywood,5,1,CBlock,528,2,5,2,5,Attchd,1116,GasA,9,1Story,1,5,Lvl,Gtl,10140,Inside,Reg,0,20,RL,196,BrkFace,4,NWAmes,0,6,6,Y,0,CompShg,Hip,Normal,,WD,0,1116,0,44,2,3
1647,0,3,1Fam,5,1,5,1,5,Y,Norm,SBrkr,0,5,5,Plywood,5,1,CBlock,506,2,5,1,5,Attchd,1193,GasA,3,1Story,1,5,Lvl,Gtl,11050,Corner,IR1,0,20,RL,0,None,8,NWAmes,0,5,7,Y,0,CompShg,Gable,Normal,,WD,0,1176,40,43,1,3
1648,0,2,1Fam,5,1,1,1,5,Y,Norm,SBrkr,0,5,5,HdBoard,0,0,CBlock,477,2,5,2,5,Attchd,1180,GasA,5,1Story,1,5,Lvl,Gtl,7830,Inside,IR1,0,20,RL,0,None,3,NAmes,45,5,5,Y,0,CompShg,Gable,Normal,,COD,0,1180,0,48,3,3
1649,0,3,1Fam,5,1,5,1,7,Y,Norm,SBrkr,0,5,5,Plywood,0,0,CBlock,336,1,5,1,5,Attchd,1050,GasA,9,1Story,1,5,Lvl,Gtl,8510,Inside,IR1,0,20,RL,178,BrkFace,7,NAmes,0,7,5,Y,0,CompShg,Gable,Normal,,WD,0,1043,0,47,2,4
1650,0,3,1Fam,5,1,5,1,5,Y,Norm,SBrkr,0,5,5,VinylSd,0,0,CBlock,576,2,5,1,5,Detchd,864,GasA,5,1Story,1,5,Lvl,Gtl,7038,Inside,Reg,0,20,RL,0,None,9,NAmes,0,6,4,Y,0,CompShg,Gable,Abnorml,,WD,0,864,210,48,1,3
1651,0,3,1Fam,5,1,5,1,5,Y,Norm,SBrkr,0,7,5,VinylSd,0,0,CBlock,576,2,5,1,5,Detchd,864,GasA,7,1Story,1,5,Lvl,Gtl,9000,FR2,Reg,0,20,RL,0,None,7,NAmes,0,7,4,Y,0,CompShg,Gable,Normal,,WD,0,864,200,47,1,3
1652,0,2,Twnhs,5,1,4,1,5,Y,Norm,SBrkr,0,5,5,HdBoard,0,0,CBlock,264,1,5,1,5,Detchd,987,GasA,5,2Story,1,5,Lvl,Gtl,1680,Inside,Reg,0,160,RM,504,BrkFace,7,BrDale,0,5,6,Y,0,CompShg,Gable,Normal,,WD,0,483,0,45,2,3
1653,0,2,Twnhs,5,1,3,2,5,Y,Norm,SBrkr,0,5,5,HdBoard,0,0,CBlock,288,1,5,1,5,Detchd,987,GasA,5,2Story,1,5,Lvl,Gtl,1680,Inside,Reg,0,160,RM,425,BrkFace,7,BrDale,0,6,6,Y,0,CompShg,Gable,Normal,,WD,0,483,0,46,2,3
1654,0,3,TwnhsE,5,1,5,1,7,Y,Norm,SBrkr,0,5,5,Plywood,5,1,CBlock,440,2,5,2,5,Detchd,1548,GasA,5,2Story,1,5,Lvl,Gtl,2308,FR2,Reg,0,160,RL,0,None,9,NPkVill,0,5,6,Y,0,CompShg,Gable,Normal,,WD,0,804,108,42,3,2
1655,0,2,Twnhs,5,1,5,2,7,Y,Norm,SBrkr,0,5,5,Plywood,3,1,CBlock,440,2,5,2,5,Attchd,1055,GasA,5,1Story,1,5,Lvl,Gtl,2280,FR2,Reg,0,120,RL,0,None,8,NPkVill,27,5,7,Y,0,CompShg,Gable,Normal,,WD,0,1057,0,43,1,1
1656,0,3,Twnhs,5,1,5,1,7,Y,Norm,SBrkr,0,5,5,Plywood,5,1,CBlock,440,2,5,1,5,Attchd,1456,GasA,5,2Story,1,5,Lvl,Gtl,2349,Inside,Reg,0,160,RL,0,None,5,NPkVill,28,5,6,Y,0,CompShg,Gable,Normal,,WD,0,855,0,41,2,3
1657,0,3,TwnhsE,5,1,5,1,7,Y,Norm,SBrkr,0,5,5,Plywood,5,1,CBlock,440,2,5,1,5,Detchd,1548,GasA,5,2Story,1,5,Lvl,Gtl,2364,Inside,Reg,0,160,RL,0,None,7,NPkVill,0,5,6,Y,0,CompShg,Gable,Normal,,WD,0,804,108,40,3,3
1658,0,3,TwnhsE,5,1,5,1,7,Y,Norm,SBrkr,0,5,7,Plywood,5,1,CBlock,440,2,5,3,5,Attchd,1456,GasA,5,2Story,1,5,Lvl,Gtl,2364,Inside,Reg,0,160,RL,0,None,4,NPkVill,0,5,6,Y,0,CompShg,Gable,Normal,,WD,0,855,147,40,2,4
1659,0,2,TwnhsE,5,1,5,1,5,Y,Norm,SBrkr,0,5,5,Plywood,0,0,CBlock,345,1,5,1,5,Attchd,836,GasA,5,1Story,1,5,Lvl,Gtl,2104,Inside,Reg,0,120,RL,0,None,10,NPkVill,20,6,7,Y,0,CompShg,Gable,Normal,,WD,0,836,150,42,2,1
1660,0,3,1Fam,5,1,4,1,5,Y,Norm,SBrkr,0,5,7,HdBoard,5,1,PConc,656,2,5,2,5,Attchd,1120,GasA,9,1Story,1,5,Lvl,Gtl,10710,Inside,Reg,0,20,RL,165,BrkFace,7,NAmes,162,7,5,Y,0,CompShg,Hip,Normal,,WD,0,864,0,52,1,3
1661,0,4,1Fam,5,1,6,1,9,Y,PosN,SBrkr,0,5,9,VinylSd,7,3,PConc,754,3,5,3,5,BuiltIn,2772,GasA,9,2Story,1,9,Lvl,Gtl,14257,Inside,Reg,0,60,RL,726,Stone,6,NridgHt,64,5,9,Y,0,CompShg,Hip,Normal,,WD,0,1776,135,11,5,2
1662,0,3,1Fam,5,1,6,1,9,Y,Norm,SBrkr,0,5,7,VinylSd,7,1,PConc,864,3,5,2,5,Attchd,2690,GasA,9,2Story,1,9,Lvl,Gtl,12350,Inside,Reg,0,60,RL,0,None,7,NridgHt,197,5,9,Y,0,CompShg,Gable,Partial,,New,0,1365,0,9,4,3
1663,0,3,1Fam,5,3,6,1,9,Y,Norm,SBrkr,0,5,9,VinylSd,7,1,PConc,896,3,5,2,5,Attchd,2020,GasA,9,1Story,1,9,Lvl,Gtl,12350,Inside,Reg,0,20,RL,450,Stone,5,NridgHt,98,5,9,Y,0,CompShg,Hip,Normal,,WD,0,2020,192,10,3,2
1664,0,2,1Fam,5,4,6,1,9,Y,PosA,SBrkr,0,5,9,VinylSd,7,2,PConc,762,3,5,3,5,Attchd,2674,GasA,9,1Story,1,9,Lvl,Gtl,13693,Inside,Reg,0,20,RL,472,Stone,3,NridgHt,50,5,10,Y,0,CompShg,Hip,Normal,,WD,0,2630,360,11,5,2
1665,0,3,1Fam,5,1,1,1,9,Y,Norm,SBrkr,0,5,9,VinylSd,7,1,PConc,834,3,5,2,5,Attchd,1736,GasA,9,1Story,1,9,Lvl,Gtl,11578,Inside,Reg,0,20,RL,302,Stone,7,NridgHt,90,5,9,Y,0,CompShg,Gable,Normal,,WD,0,1736,319,10,3,2
1666,0,3,1Fam,5,4,6,1,9,Y,Norm,SBrkr,0,5,7,VinylSd,7,2,PConc,932,3,5,3,5,Attchd,1782,GasA,9,1Story,1,7,Lvl,Gtl,16870,FR3,IR1,0,20,RL,238,BrkFace,4,NridgHt,82,5,8,Y,0,CompShg,Hip,Normal,,WD,0,1782,99,14,3,2
1667,0,5,1Fam,5,3,6,1,9,Y,Norm,SBrkr,0,5,7,VinylSd,7,1,PConc,640,3,5,3,5,BuiltIn,2520,GasA,9,2Story,1,9,Lvl,Gtl,23303,CulDSac,IR3,0,60,RL,20,Stone,6,NridgHt,273,5,8,Y,0,CompShg,Gable,Family,,WD,0,1508,192,11,4,2
1668,0,3,1Fam,5,2,6,1,9,Y,Norm,SBrkr,0,5,9,VinylSd,7,1,PConc,927,3,5,2,5,Attchd,1743,GasA,9,1Story,1,9,Lvl,Gtl,10367,Inside,IR1,0,20,RL,284,Stone,6,NridgHt,45,5,9,Y,0,CompShg,Hip,Normal,,ConLI,0,1739,168,10,4,2
1669,0,2,1Fam,7,3,6,1,9,Y,Norm,SBrkr,0,5,7,VinylSd,7,1,PConc,700,3,5,3,5,Attchd,1531,GasA,9,1Story,1,9,Lvl,Gtl,10872,Inside,IR1,0,20,RL,122,Stone,2,NridgHt,52,5,9,Y,0,CompShg,Gable,Normal,,WD,0,1504,184,12,3,4
1670,0,3,1Fam,5,1,6,1,9,Y,Norm,SBrkr,0,5,9,VinylSd,7,1,PConc,850,3,5,3,5,Attchd,1808,GasA,9,1Story,1,9,Lvl,Gtl,13514,Corner,IR1,0,20,RL,285,None,3,NridgHt,26,5,9,Y,0,CompShg,Hip,Normal,,WD,0,1774,200,10,3,2
1671,0,3,1Fam,5,1,5,1,7,Y,Norm,SBrkr,0,5,7,VinylSd,7,1,PConc,583,2,5,3,5,Attchd,1760,GasA,9,1Story,1,7,Lvl,Gtl,12878,Corner,IR1,0,20,RL,418,BrkFace,6,NridgHt,190,5,7,Y,0,CompShg,Hip,Normal,,WD,0,1760,165,15,4,2
1672,0,3,1Fam,5,1,6,1,9,Y,Norm,SBrkr,0,5,7,VinylSd,7,1,PConc,886,3,5,3,5,Attchd,2452,GasA,9,1Story,1,9,Lvl,Gtl,15274,Corner,IR1,0,20,RL,724,BrkFace,7,NridgHt,116,5,9,Y,0,CompShg,Hip,Normal,,WD,0,2452,0,15,6,2
1673,0,4,1Fam,5,1,1,1,7,Y,Norm,SBrkr,0,5,7,VinylSd,7,1,PConc,730,3,5,3,5,BuiltIn,2400,GasA,9,2Story,1,7,Lvl,Gtl,13262,Inside,IR1,0,60,RL,186,Stone,6,NridgHt,40,5,8,Y,0,CompShg,Gable,Normal,,WD,0,1082,114,15,5,4
1674,0,3,1Fam,5,1,1,1,7,Y,Norm,SBrkr,0,5,7,VinylSd,7,1,PConc,871,3,5,2,5,Attchd,1606,GasA,7,1Story,1,7,Lvl,Gtl,9658,Inside,IR1,0,20,RL,383,Stone,7,NridgHt,60,5,8,Y,0,CompShg,Gable,Normal,,WD,0,1598,230,12,2,2
1675,0,2,TwnhsE,5,3,5,1,7,Y,Norm,SBrkr,0,5,7,VinylSd,7,1,PConc,484,2,5,2,5,Attchd,1358,GasA,9,1Story,1,7,Lvl,Gtl,6904,Inside,IR1,0,120,RL,240,Stone,8,NridgHt,36,5,6,Y,0,CompShg,Gable,Normal,,WD,0,1358,192,13,3,2
1676,0,1,Twnhs,5,3,6,1,7,Y,Norm,SBrkr,0,5,7,VinylSd,7,1,PConc,624,2,5,2,5,Attchd,1306,GasA,9,1Story,1,7,Lvl,Gtl,5122,Inside,IR1,0,120,RL,135,Stone,3,NridgHt,63,5,6,Y,0,CompShg,Gable,Normal,,WD,0,1306,170,13,3,2
1677,0,2,TwnhsE,5,1,6,1,7,Y,Norm,SBrkr,0,5,7,VinylSd,7,1,PConc,484,2,5,2,5,Attchd,1358,GasA,9,1Story,1,7,Lvl,Gtl,10307,Inside,IR1,0,120,RL,176,Stone,5,NridgHt,26,5,7,Y,0,CompShg,Gable,Normal,,WD,0,1350,192,11,3,3
1678,0,2,1Fam,5,4,6,1,9,Y,Norm,SBrkr,0,5,9,CemntBd,9,1,PConc,949,3,5,3,5,Attchd,2492,GasA,9,1Story,1,9,HLS,Mod,14836,Inside,IR1,0,20,RL,730,Stone,2,NridgHt,235,5,10,Y,0,CompShg,Hip,Abnorml,,WD,0,2492,226,14,5,1
1679,0,3,1Fam,5,4,6,1,9,Y,Norm,SBrkr,0,5,7,VinylSd,7,1,PConc,685,3,5,3,5,Attchd,2200,GasA,9,1Story,1,9,Lvl,Gtl,15262,Corner,IR1,0,20,RL,470,BrkFace,7,NridgHt,55,5,8,Y,0,CompShg,Hip,Normal,,WD,0,2200,208,15,4,3
1680,0,2,TwnhsE,5,1,6,1,9,Y,Norm,SBrkr,0,5,9,MetalSd,7,1,PConc,649,2,5,3,5,Attchd,1884,GasA,9,1Story,1,9,Lvl,Gtl,7390,Inside,IR1,0,120,RL,308,BrkFace,5,NridgHt,90,5,9,Y,0,CompShg,Hip,Partial,,New,0,1884,231,10,3,2
1681,0,2,TwnhsE,5,1,1,1,9,Y,Norm,SBrkr,0,5,9,VinylSd,7,1,PConc,539,2,5,2,5,Attchd,1456,GasA,9,1Story,1,9,Lvl,Gtl,6472,Inside,Reg,0,120,RL,500,BrkFace,4,NridgHt,42,5,9,Y,0,CompShg,Hip,Normal,,WD,0,1451,192,10,3,2
1682,0,3,1Fam,5,4,6,1,9,Y,Norm,SBrkr,0,5,7,VinylSd,7,1,PConc,701,3,5,2,5,Attchd,1712,GasA,9,1Story,1,7,Lvl,Gtl,16770,Corner,Reg,0,20,RL,270,BrkFace,9,NridgHt,183,5,8,Y,0,CompShg,Hip,Normal,,WD,0,1712,218,16,4,3
1683,0,2,TwnhsE,5,1,1,1,7,Y,Norm,SBrkr,0,5,7,VinylSd,5,1,PConc,478,2,5,2,5,Attchd,1405,GasA,9,1Story,1,7,Lvl,Gtl,3480,Inside,Reg,0,120,RL,163,Stone,11,NridgHt,36,5,7,Y,0,CompShg,Gable,Normal,,WD,0,1405,148,15,3,4
1684,0,3,1Fam,7,1,1,1,7,Y,RRAn,SBrkr,0,5,7,VinylSd,7,1,PConc,390,2,5,3,5,Attchd,1456,GasA,9,2Story,1,7,Lvl,Gtl,10928,Inside,Reg,0,60,RL,0,None,6,Gilbert,0,5,7,Y,0,CompShg,Gable,Normal,,WD,0,728,100,13,4,1
1685,0,3,1Fam,5,3,1,1,7,Y,Norm,SBrkr,0,5,7,VinylSd,7,1,PConc,392,2,5,3,5,Attchd,1490,GasA,9,2Story,1,7,Lvl,Gtl,8918,Inside,IR1,0,60,RL,0,None,7,Gilbert,20,5,6,Y,0,CompShg,Gable,Normal,,WD,0,745,36,13,3,2
1686,0,2,TwnhsE,5,3,6,1,7,Y,Norm,SBrkr,0,5,7,VinylSd,7,1,PConc,397,2,5,3,5,Attchd,1220,GasA,9,1Story,1,7,Lvl,Gtl,3182,Inside,Reg,0,120,RL,16,BrkFace,8,Blmngtn,16,5,7,Y,0,CompShg,Gable,Normal,,WD,0,1220,100,13,2,3
1687,0,3,1Fam,5,2,1,1,7,Y,Norm,SBrkr,0,5,7,WdShing,7,1,PConc,400,2,5,3,5,BuiltIn,1374,GasA,9,SLvl,1,7,Lvl,Gtl,9434,Inside,IR1,0,80,RL,0,None,8,Gilbert,0,5,7,Y,0,CompShg,Gable,Normal,,WD,0,384,100,14,2,3
1688,0,3,1Fam,5,1,1,1,7,Y,Norm,SBrkr,0,5,7,VinylSd,7,1,PConc,436,2,5,3,5,BuiltIn,1630,GasA,9,2Story,1,7,Lvl,Gtl,7984,Inside,IR1,0,60,RL,200,BrkFace,9,Gilbert,48,5,7,Y,0,CompShg,Gable,Normal,,WD,0,868,120,14,3,2
1689,0,3,1Fam,5,2,1,1,7,Y,Norm,SBrkr,0,5,7,VinylSd,7,1,PConc,434,2,5,3,5,Attchd,1594,GasA,9,2Story,1,7,Lvl,Gtl,10125,Inside,IR1,0,60,RL,0,None,7,Gilbert,48,5,7,Y,0,CompShg,Gable,Normal,,WD,0,846,300,14,3,1
1690,0,3,1Fam,5,1,6,1,7,Y,Norm,SBrkr,0,5,7,VinylSd,7,1,PConc,400,2,5,3,5,Attchd,1489,GasA,9,2Story,1,7,Lvl,Gtl,8965,Inside,IR1,0,60,RL,0,None,6,Gilbert,75,5,7,Y,0,CompShg,Gable,Normal,,WD,0,782,0,15,4,2
1691,0,3,1Fam,5,1,6,1,7,Y,Norm,SBrkr,0,5,7,VinylSd,5,1,PConc,393,2,5,3,5,Attchd,1342,GasA,9,2Story,1,7,Lvl,Gtl,8174,Inside,IR1,0,60,RL,0,None,5,Gilbert,56,5,7,Y,0,CompShg,Gable,Normal,,WD,0,698,100,15,3,2
1692,0,4,1Fam,5,1,6,1,9,Y,Norm,SBrkr,0,5,7,VinylSd,7,1,PConc,644,3,5,3,5,BuiltIn,2004,GasA,9,2Story,1,7,Lvl,Gtl,12891,Corner,IR1,0,60,RL,102.2013122,None,7,Gilbert,48,5,8,Y,0,CompShg,Gable,Normal,,WD,0,870,0,16,3,4
1693,0,3,1Fam,5,2,6,3,7,Y,RRAn,SBrkr,0,5,7,VinylSd,0,0,PConc,400,2,5,3,5,BuiltIn,1374,GasA,9,SLvl,1,7,Lvl,Gtl,9734,Inside,IR1,0,80,RL,0,None,5,Gilbert,0,5,7,Y,0,CompShg,Gable,Normal,,WD,0,384,0,14,3,2
